Location,Country,Disease,Species,Feed Language,HM Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name
Guinea,Guinea,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2586162,"PRO/AH/EDR> Ebola virus disease - West Africa (79): Guinea, Nigeria prevention, drug testing",http://promedmail.org/direct.php?id=20140703.2586162,7/3/14 20:42,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,ProMED Mail
Mali,Mali,Ebola,Humans,ru,2578188,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¡ ___±___È_¡ ( „Ä__„Û___á_¡ „Û_¡„_À„Û__„„â„Û_¡___µ___ü„) - _Ñ_¡_À_¡_«___¡„ _„ã„Û_ü_¼_¡,http://promedmail.org/direct.php?id=20140630.164460,6/30/14 18:19,Warning,,,,,,ProMED _Ê„Ä„„_¼_ü__
Senegal,Senegal,Ebola,Humans,ru,2578188,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¡ ___±___È_¡ ( „Ä__„Û___á_¡ „Û_¡„_À„Û__„„â„Û_¡___µ___ü„) - _Ñ_¡_À_¡_«___¡„ _„ã„Û_ü_¼_¡,http://promedmail.org/direct.php?id=20140630.164460,6/30/14 18:19,Warning,,,,,,ProMED _Ê„Ä„„_¼_ü__
Guinea,Guinea,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,pt,2569496,"PRO/PORT> Ebola - Ìfrica (13), surto, alerta",http://promedmail.org/direct.php?id=20140627.2569496,6/27/14 6:54,Breaking,296,280,,,,ProMED PortuguÌ»s
Liberia,Liberia,Ebola,Humans,pt,2569496,"PRO/PORT> Ebola - Ìfrica (13), surto, alerta",http://promedmail.org/direct.php?id=20140627.2569496,6/27/14 6:54,Breaking,67,14,,,,ProMED PortuguÌ»s
Sierra Leone,Sierra Leone,Ebola,Humans,pt,2569496,"PRO/PORT> Ebola - Ìfrica (13), surto, alerta",http://promedmail.org/direct.php?id=20140627.2569496,6/27/14 6:54,Breaking,176,46,,,,ProMED PortuguÌ»s
Guinea,Guinea,Ebola,Humans,,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,es,2566748,"PRO/ESP> Virus Ebola - Africa: mayor propagaciÌ_n geogrÌÁfica en la historia, OMS",http://promedmail.org/direct.php?id=20140626.419194,6/25/14 23:47,Breaking,,,,,,ProMED EspaÌ±ol
Liberia,Liberia,Ebola,Humans,es,2566748,"PRO/ESP> Virus Ebola - Africa: mayor propagaciÌ_n geogrÌÁfica en la historia, OMS",http://promedmail.org/direct.php?id=20140626.419194,6/25/14 23:47,Breaking,,,,,,ProMED EspaÌ±ol
Sierra Leone,Sierra Leone,Ebola,Humans,es,2566748,"PRO/ESP> Virus Ebola - Africa: mayor propagaciÌ_n geogrÌÁfica en la historia, OMS",http://promedmail.org/direct.php?id=20140626.419194,6/25/14 23:47,Breaking,,,,,,ProMED EspaÌ±ol
Sierra Leone,Sierra Leone,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,ru,2561080,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _Õ_ü„Û„Ä„ _È_ü„É__„Û_¡_«_¼_ü ___±___È„Ü (EVD) (_Ò___ü___µ„),http://promedmail.org/direct.php?id=20140623.164309,6/23/14 17:42,Breaking,,264,,,,ProMED _Ê„Ä„„_¼_ü__
Guinea,Guinea,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,6/22/14 23:49,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,6/22/14 23:49,No Tag,,,,,,ProMED Mail
Nigeria,Nigeria,Ebola,Humans,,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,6/22/14 23:49,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,ru,2557865,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¼_¡ ___±___È_¡ (_„ã„Û_ü_¼_¡),http://promedmail.org/direct.php?id=20140622.164265,6/22/14 11:01,Breaking,,264,,,,ProMED _Ê„Ä„„_¼_ü__
Liberia,Liberia,Ebola,Humans,ru,2557865,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¼_¡ ___±___È_¡ (_„ã„Û_ü_¼_¡),http://promedmail.org/direct.php?id=20140622.164265,6/22/14 11:01,Breaking,,24,,,,ProMED _Ê„Ä„„_¼_ü__
Sierra Leone,Sierra Leone,Ebola,Humans,ru,2557865,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¼_¡ ___±___È_¡ (_„ã„Û_ü_¼_¡),http://promedmail.org/direct.php?id=20140622.164265,6/22/14 11:01,Breaking,,49,,,,ProMED _Ê„Ä„„_¼_ü__
Sierra Leone,Sierra Leone,Ebola,Humans,,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,6/21/14 17:15,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,6/21/14 17:15,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,6/21/14 2:26,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,6/21/14 2:26,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,pt,2555628,"PRO/PORT> Ebola - Ìfrica (12), surto, aumento do nÌ¼mero de casos, Ì_bitos, atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140620.2555628,6/20/14 21:21,Breaking,,264,254,,,ProMED PortuguÌ»s
Sierra Leone,Sierra Leone,Ebola,Humans,pt,2555628,"PRO/PORT> Ebola - Ìfrica (12), surto, aumento do nÌ¼mero de casos, Ì_bitos, atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140620.2555628,6/20/14 21:21,Breaking,,49,92,,,ProMED PortuguÌ»s
Liberia,Liberia,Ebola,Humans,pt,2555628,"PRO/PORT> Ebola - Ìfrica (12), surto, aumento do nÌ¼mero de casos, Ì_bitos, atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140620.2555628,6/20/14 21:21,Breaking,,24,18,,,ProMED PortuguÌ»s
Liberia,Liberia,Ebola,Humans,,2553035,"PRO/AH/EDR> Ebola virus disease - West Africa (68): Liberia, One Health approach",http://promedmail.org/direct.php?id=20140619.2553035,6/19/14 20:10,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,6/18/14 21:01,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,6/18/14 21:01,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,6/17/14 20:59,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,6/17/14 20:59,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2544497,PRO/AH/EDR> Ebola virus disease - West Africa (65): Sierra Leone (WU) NOT,http://promedmail.org/direct.php?id=20140616.2544497,6/16/14 21:07,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2542980,PRO/EAFR> Ebola virus disease - West Africa (15): Liberia,http://promedmail.org/direct.php?id=20140616.417173,6/16/14 2:51,Breaking,,,,,,ProMED Anglophone Africa
"Kouroussa Prefecture, Kankan Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,1,1,,ProMED PortuguÌ»s
"Conakry Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,67,29,,ProMED PortuguÌ»s
"GuÌ©ckÌ©dou Prefecture, NzÌ©rÌ©korÌ© Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,194,146,,ProMED PortuguÌ»s
"Macenta Prefecture, NzÌ©rÌ©korÌ© Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,45,27,,ProMED PortuguÌ»s
"TÌ©limÌ©lÌ© Prefecture, Kindia Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,25,7,,,,ProMED PortuguÌ»s
Guinea,Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,,226,,ProMED PortuguÌ»s
"Dabola Prefecture, Faranah Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,4,4,,,,ProMED PortuguÌ»s
"Kissidougou Prefecture, Faranah Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,7,5,,,,ProMED PortuguÌ»s
"Dinguiraye Prefecture, Faranah Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,1,1,,,,ProMED PortuguÌ»s
"Boffa Prefecture, BokÌ© Region, Guinea",Guinea,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,7,6,,,,ProMED PortuguÌ»s
Liberia,Liberia,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,11,,,,,ProMED PortuguÌ»s
Sierra Leone,Sierra Leone,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,89,7,,,,ProMED PortuguÌ»s
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,,,,,,ProMED PortuguÌ»s
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,pt,2542806,"PRO/PORT> Ebola - Ìfrica (11) (GuinÌ©, LibÌ©ria, Serra Leoa), atualizaÌ¤Ì£o",http://promedmail.org/direct.php?id=20140615.2542806,6/15/14 23:12,Breaking,11,,,,,ProMED PortuguÌ»s
Liberia,Liberia,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2542323,PRO/EAFR> Ebola virus disease - West Africa (14): WHO,http://promedmail.org/direct.php?id=20140615.417103,6/15/14 16:55,Breaking,,,,,,ProMED Anglophone Africa
"Kouroussa Prefecture, Kankan Region, Guinea",Guinea,Ebola,Humans,fr,2533943,PRO/FR> Maladie ÌÊ virus Ebola - GuinÌ©e (15): (Haute-GuinÌ©e),http://promedmail.org/direct.php?id=20140614.2533943,6/14/14 12:01,Breaking,,,,8,,ProMED FranÌ¤ais
Sierra Leone,Sierra Leone,Ebola,Humans,,2538970,PRO/AH/EDR> Ebola virus disease - West Africa (63): Sierra Leone,http://promedmail.org/direct.php?id=20140613.2538970,6/13/14 17:24,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2536851,"PRO/AH/EDR> Ebola virus disease - West Africa (62): Guinea, Gambia prepares",http://promedmail.org/direct.php?id=20140612.2536851,6/12/14 18:08,No Tag,,,,,,ProMED Mail
Gambia,Gambia,Ebola,Humans,,2536851,"PRO/AH/EDR> Ebola virus disease - West Africa (62): Guinea, Gambia prepares",http://promedmail.org/direct.php?id=20140612.2536851,6/12/14 18:08,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,ProMED Mail
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2529988,"PRO/AH/EDR> Ebola virus disease - West Africa (59): Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140610.2529988,6/10/14 2:52,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2529988,"PRO/AH/EDR> Ebola virus disease - West Africa (59): Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140610.2529988,6/10/14 2:52,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2528115,PRO/EAFR> Ebola virus disease - West Africa (13): WHO,http://promedmail.org/direct.php?id=20140609.415783,6/9/14 1:27,Breaking,,,,,,ProMED Anglophone Africa
Sierra Leone,Sierra Leone,Ebola,Humans,fr,2525826,PRO/FR> Maladie ÌÊ virus Ebola - Sierra Leone (02): (Est),http://promedmail.org/direct.php?id=20140608.2525826,6/8/14 6:58,Breaking,,,33,,,ProMED FranÌ¤ais
Guinea,Guinea,Ebola,Humans,fr,2525825,PRO/FR> Maladie ÌÊ virus Ebola - GuinÌ©e (14): (Sud et Nord-Ouest),http://promedmail.org/direct.php?id=20140608.2525825,6/8/14 6:54,Breaking,,,,,,ProMED FranÌ¤ais
Sierra Leone,Sierra Leone,Ebola,Humans,,2526192,"PRO/AH/EDR> Ebola virus disease - West Africa (58): Sierra Leone, challenges",http://promedmail.org/direct.php?id=20140607.2526192,6/7/14 22:17,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2525234,"PRO/AH/EDR> Ebola virus disease - West Africa (57): WHO update, challenges",http://promedmail.org/direct.php?id=20140607.2525234,6/7/14 10:56,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2525234,"PRO/AH/EDR> Ebola virus disease - West Africa (57): WHO update, challenges",http://promedmail.org/direct.php?id=20140607.2525234,6/7/14 10:56,No Tag,,,,,,ProMED Mail
Guinea,Guinea,Ebola,Humans,,2523639,PRO/EAFR> Ebola virus disease - West Africa (12): WHO,http://promedmail.org/direct.php?id=20140606.415289,6/6/14 10:40,Breaking,,,,,,ProMED Anglophone Africa
Guinea,Guinea,Ebola,Humans,ru,2521987,PRO/RUS> _Ñ_¡„Û„Ä_±_µ_¦_____µ „_À_ü_«___±___á„Û_µ___ü_µ - _È_ü„É__„Û_¡_«_¼_¡ ___±___È_¡ (_Ò___ü___µ„),http://promedmail.org/direct.php?id=20140605.163991,6/5/14 16:06,Breaking,,,,208,,ProMED _Ê„Ä„„_¼_ü__
Guinea,Guinea,Ebola,Humans,pt,2520200,"PRO/PORT> Ebola - Ìfrica (10) (GuinÌ©, Serra Leoa), surto, Ì_bitos",http://promedmail.org/direct.php?id=20140604.2520200,6/4/14 23:21,Breaking,328,208,,,,ProMED PortuguÌ»s
Sierra Leone,Sierra Leone,Ebola,Humans,pt,2520200,"PRO/PORT> Ebola - Ìfrica (10) (GuinÌ©, Serra Leoa), surto, Ì_bitos",http://promedmail.org/direct.php?id=20140604.2520200,6/4/14 23:21,Breaking,,,,,,ProMED PortuguÌ»s
Sierra Leone,Sierra Leone,Ebola,Humans,fr,2517255,PRO/FR> Maladie ÌÊ virus Ebola - Sierra Leone: (Est),http://promedmail.org/direct.php?id=20140604.2517255,6/4/14 17:01,No Tag,,,,,,ProMED FranÌ¤ais
Sierra Leone,Sierra Leone,Ebola,Humans,,2518983,"PRO/AH/EDR> Ebola virus disease - West Africa (56): Sierra Leone, Liberia, WHO",http://promedmail.org/direct.php?id=20140604.2518983,6/4/14 16:46,No Tag,,,,,,ProMED Mail
Liberia,Liberia,Ebola,Humans,,2518983,"PRO/AH/EDR> Ebola virus disease - West Africa (56): Sierra Leone, Liberia, WHO",http://promedmail.org/direct.php?id=20140604.2518983,6/4/14 16:46,No Tag,,,,,,ProMED Mail
Sierra Leone,Sierra Leone,Ebola,Humans,,2517388,"PRO/AH/EDR> Ebola virus disease - West Africa (55): MSF report, Sierra Leone",http://promedmail.org/direct.php?id=20140603.2517388,6/3/14 20:09,No Tag,,,,,,ProMED Mail
